PMAID,LocID,Name,Address,ZIP Code,X Coord,Y Coord,Location 1
370,1473,Madrona Park,853 Lake Washington Blvd,98122,-122.282679,47.609299,"{'longitude': '-122.282679', 'needs_recoding': False, 'latitude': '47.609299'}"
371,1147,Madrona Playground,3211 E Spring St,98122,-122.289885,47.611022,"{'longitude': '-122.289885', 'needs_recoding': False, 'latitude': '47.611022'}"
2856,1474,Madrona Ravine,3799 E Spring St,98122,-122.285412,47.611456,"{'longitude': '-122.285412', 'needs_recoding': False, 'latitude': '47.611456'}"
492,1476,Magnolia Greenbelt,W Howe St & Dartmouth Ave W,98199,-122.389073,47.636006,"{'longitude': '-122.389073', 'needs_recoding': False, 'latitude': '47.636006'}"
747,1477,Magnolia Manor Park,3500 28th Ave W,98119,-122.390877,47.651085,"{'longitude': '-122.390877', 'needs_recoding': False, 'latitude': '47.651085'}"
317,1478,Magnolia Park,1461 Magnolia Blvd W,98199,-122.398993,47.632366,"{'longitude': '-122.398993', 'needs_recoding': False, 'latitude': '47.632366'}"
319,2564,Magnolia Playfield,2518 34th Ave W,98199,-122.399472,47.643746,"{'longitude': '-122.399472', 'needs_recoding': False, 'latitude': '47.643746'}"
2970,0,Magnolia Tidelands Park,W Ruffner to Elliott Bay Marina,98144,-122.391648,47.630922,"{'longitude': '-122.391648', 'needs_recoding': False, 'latitude': '47.630922'}"
111110,0,Magnuson Park,7400 Sand Point Way NE,98115,-122.255084,47.680304,"{'longitude': '-122.255084', 'needs_recoding': False, 'latitude': '47.680304'}"
4434,1522,Maple Leaf Community Garden,529 NE 103rd St,98125,-122.322269,47.70326,"{'longitude': '-122.322269', 'needs_recoding': False, 'latitude': '47.70326'}"
3881,1105,Maple Leaf Resevoir Park,1020 NE 82nd St,98115,-122.315613,47.689015,"{'longitude': '-122.315613', 'needs_recoding': False, 'latitude': '47.689015'}"
1630,1523,Maple School Ravine,1950 S Graham St,98108,-122.308342,47.551071,"{'longitude': '-122.308342', 'needs_recoding': False, 'latitude': '47.551071'}"
418,1106,Maple Wood Playfield,4801 Corson Ave S,98108,-122.318845,47.560041,"{'longitude': '-122.318845', 'needs_recoding': False, 'latitude': '47.560041'}"
4447,1524,Marra-Desimone Park,9026 4th Ave S,98108,-122.329372,47.522124,"{'longitude': '-122.329372', 'needs_recoding': False, 'latitude': '47.522124'}"
320,1525,Marshall Park,1191 7th Ave W,98119,-122.366805,47.629436,"{'longitude': '-122.366805', 'needs_recoding': False, 'latitude': '47.629436'}"
432,1527,Martha Washington Park,6612 57th Ave S,98115,-122.260054,47.542398,"{'longitude': '-122.260054', 'needs_recoding': False, 'latitude': '47.542398'}"
3923,2615,"Martin Luther King, Jr. Memorial",2200 Martin Luther King Jr  Way S,98144,-122.297165,47.582756,"{'longitude': '-122.297165', 'needs_recoding': False, 'latitude': '47.582756'}"
298,1880,Marvin's Garden,5400 Ballard Ave NW,98107,-122.384972,47.667976,"{'longitude': '-122.384972', 'needs_recoding': False, 'latitude': '47.667976'}"
347,1529,Matthews Beach Park,5100 NE 93rd St,98115,-122.271785,47.694564,"{'longitude': '-122.271785', 'needs_recoding': False, 'latitude': '47.694564'}"
321,1530,Mayfair Park,2600 2nd Ave N,98109,-122.353356,47.643241,"{'longitude': '-122.353356', 'needs_recoding': False, 'latitude': '47.643241'}"
3918,0,McClellan Place,S McClellan St & Beacon Ave S,98144,-122.311648,47.578695,"{'longitude': '-122.311648', 'needs_recoding': False, 'latitude': '47.578695'}"
4013,2395,McGilvra Boulevard,1099 McGilvra Blvd E,98112,-122.282116,47.626925,"{'longitude': '-122.282116', 'needs_recoding': False, 'latitude': '47.626925'}"
4008,1535,McGilvra Place,1425 E Madison St,98122,-122.313032,47.614233,"{'longitude': '-122.313032', 'needs_recoding': False, 'latitude': '47.614233'}"
339,1536,McGraw Square,Westlake Ave N & Stewart St,98101,-122.337587,47.61299,"{'longitude': '-122.337587', 'needs_recoding': False, 'latitude': '47.61299'}"
352,1107,Meadowbrook Playfield,10533 35th Ave NE,98125,-122.293493,47.705771,"{'longitude': '-122.293493', 'needs_recoding': False, 'latitude': '47.705771'}"
268,2590,Me-Kwa-Mooks Natural Area,4100 Aikins Ave SW,98116,-122.403424,47.563782,"{'longitude': '-122.403424', 'needs_recoding': False, 'latitude': '47.563782'}"
473,1539,Me-Kwa-Mooks Park,4503 Beach Dr SW,98116,-122.404006,47.563167,"{'longitude': '-122.404006', 'needs_recoding': False, 'latitude': '47.563167'}"
1104,1149,Meridian Playground,4649 Sunnyside Ave N,98103,-122.332557,47.664159,"{'longitude': '-122.332557', 'needs_recoding': False, 'latitude': '47.664159'}"
373,1150,Miller Playfield,330 19th Ave E,98112,-122.306261,47.621433,"{'longitude': '-122.306261', 'needs_recoding': False, 'latitude': '47.621433'}"
4015,1541,Miller Triangle,222 20th Ave E,98112,-122.305711,47.620311,"{'longitude': '-122.305711', 'needs_recoding': False, 'latitude': '47.620311'}"
291,1542,Mineral Springs Park,1500 N 105th St,98133,-122.336528,47.705755,"{'longitude': '-122.336528', 'needs_recoding': False, 'latitude': '47.705755'}"
277,1543,Mock Creek Ravine,9612 35th Ave NE,98115,-122.28962,47.699037,"{'longitude': '-122.28962', 'needs_recoding': False, 'latitude': '47.699037'}"
4021,2536,Montlake Boulevard,2811 Montlake Blvd E,98112,-122.30474,47.645971,"{'longitude': '-122.30474', 'needs_recoding': False, 'latitude': '47.645971'}"
376,2536,Montlake Playfield,1618 E Calhoun St,98112,-122.310081,47.642407,"{'longitude': '-122.310081', 'needs_recoding': False, 'latitude': '47.642407'}"
4460,1545,Morgan Junction,6413 California Ave SW,98136,-122.387528,47.545507,"{'longitude': '-122.387528', 'needs_recoding': False, 'latitude': '47.545507'}"
419,2537,Mt. Baker Park,2521 Lake Park Dr S,98144,-122.288481,47.580957,"{'longitude': '-122.288481', 'needs_recoding': False, 'latitude': '47.580957'}"
4427,2399,Mt. Baker Ridge Viewpoint,1403 31st Ave S,98144,-122.292616,47.589983,"{'longitude': '-122.292616', 'needs_recoding': False, 'latitude': '47.589983'}"
4019,2595,Mt. Claire Park,2523 Mount Claire Dr S,98144,-122.28642,47.580737,"{'longitude': '-122.28642', 'needs_recoding': False, 'latitude': '47.580737'}"
311,1547,Myrtle Edwards Park,3130 Alaskan Way,98121,-122.36087,47.618767,"{'longitude': '-122.36087', 'needs_recoding': False, 'latitude': '47.618767'}"
4463,1548,Myrtle Reservoir,35th Ave SW & SW Myrtle St,98126,-122.376716,47.539206,"{'longitude': '-122.376716', 'needs_recoding': False, 'latitude': '47.539206'}"
3916,1551,Nantes Park,5062 SW Admiral Way,98116,-122.397063,47.579565,"{'longitude': '-122.397063', 'needs_recoding': False, 'latitude': '47.579565'}"
4023,1155,Nathan Hale Playfield,10750 30th Ave NE,98125,-122.292028,47.707715,"{'longitude': '-122.292028', 'needs_recoding': False, 'latitude': '47.707715'}"
3975,2596,NE 60th Street Park,551 NE 60th St,98115,-122.322634,47.671728,"{'longitude': '-122.322634', 'needs_recoding': False, 'latitude': '47.671728'}"
4403,1557,Nora's Woods,720 29th Ave,98122,-122.294573,47.608732,"{'longitude': '-122.294573', 'needs_recoding': False, 'latitude': '47.608732'}"
247,247,North Beach Park,8999 24th Ave NW,98117,-122.390258,47.69471,"{'longitude': '-122.390258', 'needs_recoding': False, 'latitude': '47.69471'}"
2956,2487,North Passage Point Park,600 NE Northlake Way,98105,-122.322428,47.653963,"{'longitude': '-122.322428', 'needs_recoding': False, 'latitude': '47.653963'}"
361,361,Northacres Park,12718 1st Ave NE,98125,-122.326124,47.721775,"{'longitude': '-122.326124', 'needs_recoding': False, 'latitude': '47.721775'}"
279,2618,Northeast Queen Anne Greenbelt,Dexter Way N & Lynn St & Wheeler,98109,-122.345011,47.635866,"{'longitude': '-122.345011', 'needs_recoding': False, 'latitude': '47.635866'}"
4445,1562,Northgate Park,10510 5th Ave NE,98125,-122.322424,47.705194,"{'longitude': '-122.322424', 'needs_recoding': False, 'latitude': '47.705194'}"
4452,1563,Northlake Park,699 NE Northlake Way,98105,-122.320826,47.654365,"{'longitude': '-122.320826', 'needs_recoding': False, 'latitude': '47.654365'}"
4161,2599,Northwest 60th St. Viewpoint,6001 Seaview Ave NW,98107,-122.40656,47.672184,"{'longitude': '-122.40656', 'needs_recoding': False, 'latitude': '47.672184'}"
322,1926,Observatory Courts,1405 Warren Ave N,98109,-122.355134,47.631342,"{'longitude': '-122.355134', 'needs_recoding': False, 'latitude': '47.631342'}"
323,1927,Occidental Square,117 S Washington St,98104,-122.333272,47.600463,"{'longitude': '-122.333272', 'needs_recoding': False, 'latitude': '47.600463'}"
4414,1929,Olympic Sculpture Park,2901 Western Ave,98121,-122.35418,47.616577,"{'longitude': '-122.35418', 'needs_recoding': False, 'latitude': '47.616577'}"
3005,1930,Open Water Park,2351 W Marina Pl,98199,-122.386693,47.629555,"{'longitude': '-122.386693', 'needs_recoding': False, 'latitude': '47.629555'}"
300,2403,Orchard Street Ravine,39th Ave SW & SW Orchard St,98136,-122.380151,47.538315,"{'longitude': '-122.380151', 'needs_recoding': False, 'latitude': '47.538315'}"
403,1933,Othello Playground,4351 S Othello St,98118,-122.278105,47.536214,"{'longitude': '-122.278105', 'needs_recoding': False, 'latitude': '47.536214'}"
4416,1934,Oxbow Park,6430 Corson Ave S,98108,-122.321583,47.54499,"{'longitude': '-122.321583', 'needs_recoding': False, 'latitude': '47.54499'}"
4027,1937,Park Home Circle,5622 Park Rd NE,98105,-122.305464,47.67005,"{'longitude': '-122.305464', 'needs_recoding': False, 'latitude': '47.67005'}"
4009,1938,Parkmont Place,2401 West Viewmont Way W,98199,-122.410083,47.640142,"{'longitude': '-122.410083', 'needs_recoding': False, 'latitude': '47.640142'}"
324,2415,Parsons Gardens,650 W Highland Dr,98119,-122.366082,47.629868,"{'longitude': '-122.366082', 'needs_recoding': False, 'latitude': '47.629868'}"
4029,1940,Peace Park,"NE 40th St & NE Pacific St, Seattle",98105,-122.323616,47.65543,"{'longitude': '-122.323616', 'needs_recoding': False, 'latitude': '47.65543'}"
237,1810,Pelly Place Natural Area,6762 Murray Ave SW,98136,-122.39309,47.541492,"{'longitude': '-122.39309', 'needs_recoding': False, 'latitude': '47.541492'}"
378,2239,Peppi's Playground,3233 E Spruce St,98122,-122.290602,47.602723,"{'longitude': '-122.290602', 'needs_recoding': False, 'latitude': '47.602723'}"
274,1943,Piers 62 and 63,1951 Alaskan Way,98101,-122.345237,47.608656,"{'longitude': '-122.345237', 'needs_recoding': False, 'latitude': '47.608656'}"
282,1945,Pigeon Point Park,4418 21st Ave SW,98106,-122.356966,47.563271,"{'longitude': '-122.356966', 'needs_recoding': False, 'latitude': '47.563271'}"
382,1157,Pinehurst Playground,12029 14th Ave NE,98125,-122.314628,47.716436,"{'longitude': '-122.314628', 'needs_recoding': False, 'latitude': '47.716436'}"
4444,1947,Pinehurst Pocket Park,11700 19th Ave NE,98125,-122.308222,47.714186,"{'longitude': '-122.308222', 'needs_recoding': False, 'latitude': '47.714186'}"
325,1949,Pioneer Square,100 Yesler Way,98104,-122.333886,47.602076,"{'longitude': '-122.333886', 'needs_recoding': False, 'latitude': '47.602076'}"
275,2242,Pipers Creek Natural Area,600 NW 117th St,98133,-122.364699,47.714678,"{'longitude': '-122.364699', 'needs_recoding': False, 'latitude': '47.714678'}"
387,1951,Plum Tree Park,1717 26th Ave,98122,-122.299142,47.617053,"{'longitude': '-122.299142', 'needs_recoding': False, 'latitude': '47.617053'}"
4000,1952,Plymouth Pillars Park,1050 Pike St,98101,-122.329092,47.614124,"{'longitude': '-122.329092', 'needs_recoding': False, 'latitude': '47.614124'}"
345,1953,Powell Barnett Park,352 Martin Luther King Jr Way,98112,-122.295998,47.605197,"{'longitude': '-122.295998', 'needs_recoding': False, 'latitude': '47.605197'}"
390,2404,Pratt Park,1800 S Main St,98144,-122.307257,47.601407,"{'longitude': '-122.307257', 'needs_recoding': False, 'latitude': '47.601407'}"
326,1956,Prefontaine Place,425 3rd Ave,98104,-122.330883,47.601844,"{'longitude': '-122.330883', 'needs_recoding': False, 'latitude': '47.601844'}"
